Title	Venue	Year	Authors
Depth perception with gaze-contingent depth of field.	CHI	2014	["Michael Mauderer", "Simone Conte", "Miguel A. Nacenta", "Dhanraj Vishwanath"]
Imperceptible depth shifts for touch interaction with stereoscopic objects.	CHI	2014	["Dimitar Valkov", "Alexander Giesler", "Klaus H. Hinrichs"]
SonicExplorer: fluid exploration of audio parameters.	CHI	2014	["Alexander Travis Adams", "Berto Gonzalez", "Celine Latulipe"]
The boomRoom: mid-air direct interaction with virtual sound sources.	CHI	2014	["J\u00f6rg M\u00fcller", "Matthias Geier", "Christina Dicke", "Sascha Spors"]
ISSE: an interactive source separation editor.	CHI	2014	["Nicholas J. Bryan", "Gautham J. Mysore", "Ge Wang"]
Evaluation of hear-through sound localization.	CHI	2014	["Georgios Marentakis", "Rudolfs Liepins"]
Performativity in sustainable interaction: the case of seasonal grocery shopping in ecofriends.	CHI	2014	["Maria Normark", "Jakob Tholander"]
The impact of membership overlap on the survival of online communities.	CHI	2014	["Haiyi Zhu", "Robert E. Kraut", "Aniket Kittur"]
Goals and perceived success of online enterprise communities: what is important to leaders & members?	CHI	2014	["Tara Matthews", "Jilin Chen", "Steve Whittaker", "Aditya Pal", "Haiyi Zhu", "Hernan Badenes", "Barton A. Smith"]
Selecting an effective niche: an ecological view of the success of online communities.	CHI	2014	["Haiyi Zhu", "Jilin Chen", "Tara Matthews", "Aditya Pal", "Hernan Badenes", "Robert E. Kraut"]
Snuggle: designing for efficient socialization and ideological critique.	CHI	2014	["Aaron Halfaker", "R. Stuart Geiger", "Loren G. Terveen"]
Offline painted media for digital animation authoring.	CHI	2014	["Makoto Nakajima", "Daisuke Sakamoto", "Takeo Igarashi"]
Supporting informal design with interactive whiteboards.	CHI	2014	["Nicolas Mangano", "Thomas D. LaToza", "Marian Petre", "Andr\u00e9 van der Hoek"]
Juxtapoze: supporting serendipity and creative expression in clipart compositions.	CHI	2014	["William Benjamin", "Senthil K. Chandrasegaran", "Devarajan Ramanujan", "Niklas Elmqvist", "S. V. N. Vishwanathan", "Karthik Ramani"]
Draco: bringing life to illustrations with kinetic textures.	CHI	2014	["Rubaiat Habib Kazi", "Fanny Chevalier", "Tovi Grossman", "Shengdong Zhao", "George W. Fitzmaurice"]
A user study of different gameplay visualizations.	CHI	2014	["Simone Kriglstein", "G\u00fcnter Wallner", "Margit Pohl"]
The influence of controllers on immersion in mobile games.	CHI	2014	["Paul A. Cairns", "Jing Li", "Wendy Wang", "A. Imran Nordin"]
Combining think-aloud and physiological data to understand video game experiences.	CHI	2014	["Chek Tien Tan", "Tuck Wah Leong", "Songjia Shen"]
The MOY framework for collaborative play design in integrated shared and private interactive spaces.	CHI	2014	["Wooi-Boon Goh", "Ming Chen", "Cuong Hong Trinh", "Jacquelyn Tan", "Wei Shou"]
Transient and transitional states: pressure as an auxiliary input modality for bimanual interaction.	CHI	2014	["Ross McLachlan", "Daniel Boland", "Stephen A. Brewster"]
VacuumTouch: attractive force feedback interface for haptic interactive surface using air suction.	CHI	2014	["Taku Hachisu", "Masaaki Fukumoto"]
Expressive touch: studying tapping force on tabletops.	CHI	2014	["Esben Warming Pedersen", "Kasper Hornb\u00e6k"]
Presstures: exploring pressure-sensitive multi-touch gestures on trackpads.	CHI	2014	["Christian Rendl", "Patrick Greindl", "Kathrin Probst", "Martin Behrens", "Michael Haller"]
Gaze gestures and haptic feedback in mobile devices.	CHI	2014	["Jari Kangas", "Deepak Akkil", "Jussi Rantala", "Poika Isokoski", "P\u00e4ivi Majaranta", "Roope Raisamo"]
Emerging sites of HCI innovation: hackerspaces, hardware startups & incubators.	CHI	2014	["Silvia Lindtner", "Garnet D. Hertz", "Paul Dourish"]
Breakdown, obsolescence and reuse: HCI and the art of repair.	CHI	2014	["Steven J. Jackson", "Laewoo Kang"]
Printing teddy bears: a technique for 3D printing of soft interactive objects.	CHI	2014	["Scott E. Hudson"]
Taking things apart: reaching common ground and shared material understanding.	CHI	2014	["Martin Murer", "Mattias Jacobsson", "Siri Skillgate", "Petra Sundstr\u00f6m"]
"now that's definitely a proper hack": self-made tools in hackerspaces.	CHI	2014	["Jeffrey Bardzell", "Shaowen Bardzell", "Austin Toombs"]
Toss 'n' turn: smartphone as sleep and sleep quality detector.	CHI	2014	["Jun-Ki Min", "Afsaneh Doryab", "Jason Wiese", "Shahriyar Amini", "John Zimmerman", "Jason I. Hong"]
Persuasive technology in the real world: a study of long-term use of activity sensing devices for fitness.	CHI	2014	["Thomas Fritz", "Elaine M. Huang", "Gail C. Murphy", "Thomas Zimmermann"]
Predictors of life satisfaction based on daily activities from mobile sensor data.	CHI	2014	["Onur Y\u00fcr\u00fcten", "Jiyong Zhang", "Pearl Huan Z. Pu"]
Pay or delay: the role of technology when managing a low income.	CHI	2014	["John Vines", "Paul Dunphy", "Andrew Monk"]
Poverty on the cheap: estimating poverty maps using aggregated mobile communication networks.	CHI	2014	["Christopher Smith-Clarke", "Afra J. Mashhadi", "Licia Capra"]
Money talks: tracking personal finances.	CHI	2014	["Joseph Jofish Kaye", "Mary McCuistion", "Rebecca Gulotta", "David A. Shamma"]
Fostering social capital in economically distressed communities.	CHI	2014	["Tawanna Dillahunt"]
Automatic generation of semantic icon encodings for visualizations.	CHI	2014	["Vidya Setlur", "Jock D. Mackinlay"]
Task-driven evaluation of aggregation in time series visualization.	CHI	2014	["Danielle Albers", "Michael Correll", "Michael Gleicher"]
Dive in!: enabling progressive loading for real-time navigation of data visualizations.	CHI	2014	["Michael Glueck", "Azam Khan", "Daniel J. Wigdor"]
Sample-oriented task-driven visualizations: allowing users to make better, more confident decisions.	CHI	2014	["Nivan Ferreira", "Danyel Fisher", "Arnd Christian K\u00f6nig"]
Learning to fail: experiencing public failure online through crowdfunding.	CHI	2014	["Michael D. Greenberg", "Elizabeth Gerber"]
Show me the money!: an analysis of project updates during crowdfunding campaigns.	CHI	2014	["Anbang Xu", "Xiao Yang", "Huaming Rao", "Wai-Tat Fu", "Shih-Wen Huang", "Brian P. Bailey"]
Crowd storage: storing information on existing memories.	CHI	2014	["Jeffrey P. Bigham", "Walter S. Lasecki"]
Walk this way: musically guided walking experiences.	CHI	2014	["Adrian Hazzard", "Steve Benford", "Gary E. Burnett"]
Simplifying orientation measurement for mobile audio augmented reality applications.	CHI	2014	["Florian Heller", "Aaron Kr\u00e4mer", "Jan O. Borchers"]
Gifting personal interpretations in galleries.	CHI	2014	["Lesley Fosh", "Steve Benford", "Stuart Reeves", "Boriana Koleva"]
Visual recognition in museum guide apps: do visitors want it?	CHI	2014	["Leonard Wein"]
A billion signposts: repurposing barcodes for indoor navigation.	CHI	2014	["Simon Robinson", "Jennifer S. Pearson", "Matt Jones"]
Taking part: role-play in the design of therapeutic systems.	CHI	2014	["Mark Matthews", "Geri Gay", "Gavin Doherty"]
Staccato social support in mobile health applications.	CHI	2014	["Phil Adams", "Eric P. S. Baumer", "Geri Gay"]
My journey compass: a preliminary investigation of a mobile tool for cancer patients.	CHI	2014	["Maia L. Jacobs", "James Clawson", "Elizabeth D. Mynatt"]
An assistive robotic table for older and post-stroke adults: results from participatory design and evaluation activities with clinical staff.	CHI	2014	["Anthony Threatt", "Jessica Merino", "Keith Evan Green", "Ian D. Walker", "Johnell O. Brooks", "Stan Healy"]
Experience design theatre: exploring the role of live theatre in scaffolding design dialogues.	CHI	2014	["John Vines", "Tess Denman-Cleaver", "Paul Dunphy", "Peter C. Wright", "Patrick Olivier"]
Non-finito products: a new design space of user creativity for personal user experience.	CHI	2014	["Jinmin Seok", "Jong-bum Woo", "Youn-Kyung Lim"]
Research through design fiction: narrative in real and imaginary abstracts.	CHI	2014	["Mark Blythe"]
Research on research: design research at the margins: academia, industry and end-users.	CHI	2014	["Juri Dachtera", "Dave W. Randall", "Volker Wulf"]
Impact of form factors and input conditions on absolute indirect-touch pointing tasks.	CHI	2014	["J\u00e9r\u00e9mie Gilliot", "G\u00e9ry Casiez", "Nicolas Roussel"]
Beating the bubble: using kinematic triggering in the bubble lens for acquiring small, dense targets.	CHI	2014	["Martez E. Mott", "Jacob O. Wobbrock"]
Mouse pointing endpoint prediction using kinematic template matching.	CHI	2014	["Phillip T. Pasqual", "Jacob O. Wobbrock"]
The implicit fan cursor: a velocity dependent area cursor.	CHI	2014	["Xiaojun Su", "Oscar Kin-Chung Au", "Rynson W. H. Lau"]
The product of availability: understanding the economic underpinnings of constant connectivity.	CHI	2014	["Melissa Mazmanian", "Ingrid Erickson"]
Giving up Twitter for Lent: how and why we take breaks from social media.	CHI	2014	["Sarita Yardi Schoenebeck"]
MinEMail: SMS alert system for managing critical emails.	CHI	2014	["Kyle Rector", "Joshua M. Hailpern"]
Overload is overloaded: email in the age of Gmail.	CHI	2014	["Catherine Grevet", "David Choi", "Debra Kumar", "Eric Gilbert"]
Practical trigger-action programming in the smart home.	CHI	2014	["Blase Ur", "Elyse McManus", "Melwyn Pak Yong Ho", "Michael L. Littman"]
Doing the laundry with agents: a field trial of a future smart energy system in the home.	CHI	2014	["Enrico Costanza", "Joel E. Fischer", "James A. Colley", "Tom Rodden", "Sarvapali D. Ramchurn", "Nicholas R. Jennings"]
Making sustainability sustainable: challenges in the design of eco-interaction technologies.	CHI	2014	["Rayoung Yang", "Mark W. Newman", "Jodi Forlizzi"]
Global connectivity and multilinguals in the Twitter network.	CHI	2014	["Scott A. Hale"]
Effects of public vs. private automated transcripts on multiparty communication between native and non-native english speakers.	CHI	2014	["Ge Gao", "Naomi Yamashita", "Ari M. J. Hautasaari", "Andy Echenique", "Susan R. Fussell"]
Smart subtitles for vocabulary learning.	CHI	2014	["Geza Kovacs", "Robert C. Miller"]
Using annotations in online group chats.	CHI	2014	["Na Li", "Mary Beth Rosson"]
Visualizing dynamic networks with matrix cubes.	CHI	2014	["Benjamin Bach", "Emmanuel Pietriga", "Jean-Daniel Fekete"]
A table!: improving temporal navigation in soccer ranking tables.	CHI	2014	["Charles Perin", "Romain Vuillemot", "Jean-Daniel Fekete"]
Kinetica: naturalistic multi-touch data visualization.	CHI	2014	["Jeffrey M. Rzeszotarski", "Aniket Kittur"]
Traffigram: distortion for clarification via isochronal cartography.	CHI	2014	["Sungsoo (Ray) Hong", "Yea-Seul Kim", "Jong-Chul Yoon", "Cecilia R. Aragon"]
Understanding procedural content generation: a design-centric analysis of the role of PCG in games.	CHI	2014	["Gillian Smith"]
A systematic review of quantitative studies on the enjoyment of digital entertainment games.	CHI	2014	["Elisa D. Mekler", "Julia Ayumi Bopp", "Alexandre N. Tuch", "Klaus Opwis"]
The effectiveness (or lack thereof) of aim-assist techniques in first-person shooter games.	CHI	2014	["Rodrigo Vicencio-Moreira", "Regan L. Mandryk", "Carl Gutwin", "Scott Bateman"]
Design tactics for authentic interactive fiction: insights from alternate reality game designers.	CHI	2014	["Elizabeth M. Bonsignore", "Vicki Moulder", "Carman Neustaedter", "Derek L. Hansen", "Kari Kraus", "Allison Druin"]
Jump and shoot!: prioritizing primary and alternative body gestures for intense gameplay.	CHI	2014	["Chaklam Silpasuwanchai", "Xiangshi Ren"]
KnowMe and ShareMe: understanding automatically discovered personality traits from social media and user sharing preferences.	CHI	2014	["Liang Gou", "Michelle X. Zhou", "Huahai Yang"]
Faces engage us: photos with faces attract more likes and comments on Instagram.	CHI	2014	["Saeideh Bakhshi", "David A. Shamma", "Eric Gilbert"]
Photo sharing of the subject, by the owner, for the viewer: examining the subject's preference.	CHI	2014	["Auk Kim", "Gahgene Gweon"]
Does content determine information popularity in social media?: a case study of youtube videos' content and their popularity.	CHI	2014	["Flavio Figueiredo", "Jussara M. Almeida", "Fabr\u00edcio Benevenuto", "Krishna P. Gummadi"]
You read what you value: understanding personal values and reading interests.	CHI	2014	["Gary Hsieh", "Jilin Chen", "Jalal Mahmud", "Jeffrey Nichols"]
Gaining empathy for non-routine mobile device use through autoethnography.	CHI	2014	["Aisling Ann O'Kane", "Yvonne Rogers", "Ann E. Blandford"]
Designing for movement: evaluating computational models using LMA effort qualities.	CHI	2014	["Diego Silang Maranan", "Sarah Fdili Alaoui", "Thecla Schiphorst", "Philippe Pasquier", "Pattarawut Subyen", "Lyn Bartram"]
The vocal chorder: empowering opera singers with a large interactive instrument.	CHI	2014	["Carl Unander-Scharin", "\u00c5sa Unander-Scharin", "Kristina H\u00f6\u00f6k"]
Let me catch this!: experiencing interactive 3D cinema through collecting content with a mobile phone.	CHI	2014	["Jonna H\u00e4kkil\u00e4", "Maaret Posti", "Stefan Schneegass", "Florian Alt", "Kunter Gultekin", "Albrecht Schmidt"]
Coding livecoding.	CHI	2014	["Ben Swift", "Andrew Sorensen", "Michael A. Martin", "Henry J. Gardner"]
Exploring percussive gesture on iPads with ensemble metatone.	CHI	2014	["Charles Martin", "Henry J. Gardner", "Ben Swift"]
How carat affects user behavior: implications for mobile battery awareness applications.	CHI	2014	["Kumaripaba Athukorala", "Eemil Lagerspetz", "Maria von K\u00fcgelgen", "Antti Jylh\u00e4", "Adam J. Oliner", "Sasu Tarkoma", "Giulio Jacucci"]
EnergyBugs: energy harvesting wearables for children.	CHI	2014	["Kimiko Ryokai", "Peiqi Su", "Eungchan Kim", "Bob Rollins"]
OJAS: open source bi-directional inductive power link.	CHI	2014	["Jussi Mikkonen", "Ramyah Gowrishankar", "Miia Oksanen", "Harri Raittinen", "Arto Kolinummi"]
Using asymmetric cores to reduce power consumption for interactive devices with bi-stable displays.	CHI	2014	["Jaeyeon Kihm", "Fran\u00e7ois Guimbreti\u00e8re", "Julia Karl", "Rajit Manohar"]
Consumed endurance: a metric to quantify arm fatigue of mid-air interactions.	CHI	2014	["Juan David Hincapi\u00e9-Ramos", "Xiang Guo", "Paymahn Moghadasian", "Pourang Irani"]
Vulture: a mid-air word-gesture keyboard.	CHI	2014	["Anders Markussen", "Mikkel R\u00f8nne Jakobsen", "Kasper Hornb\u00e6k"]
Understanding finger input above desktop devices.	CHI	2014	["Chat Wacharamanotham", "Kashyap Todi", "Marty Pye", "Jan O. Borchers"]
Exploring the usefulness of finger-based 3D gesture menu selection.	CHI	2014	["Arun Kulshreshth", "Joseph J. LaViola Jr."]
In the blink of an eye: investigating latency perception during stylus interaction.	CHI	2014	["Albert Ng", "Michelle Annett", "Paul Dietz", "Anoop Gupta", "Walter F. Bischof"]
Pinch-drag-flick vs. spatial input: rethinking zoom & pan on mobile displays.	CHI	2014	["Martin Spindler", "Martin Schuessler", "Marcel Martsch", "Raimund Dachselt"]
InkAnchor: enhancing informal ink-based note taking on touchscreen mobile phones.	CHI	2014	["Yi Ren", "Yang Li", "Edward Lank"]
Perception of ultrasonic haptic feedback on the hand: localisation and apparent motion.	CHI	2014	["Graham Wilson", "Thomas Carter", "Sriram Subramanian", "Stephen A. Brewster"]
Understanding quantified-selfers' practices in collecting and exploring personal data.	CHI	2014	["Eun Kyoung Choe", "Nicole B. Lee", "Bongshin Lee", "Wanda Pratt", "Julie A. Kientz"]
BodyDiagrams: improving communication of pain symptoms through drawing.	CHI	2014	["Amy Jang", "Diana Lynn MacLean", "Jeffrey Heer"]
Personal tracking as lived informatics.	CHI	2014	["John Rooksby", "Mattias Rost", "Alistair Morrison", "Matthew Chalmers"]
Towards an holistic view of the energy and environmental impacts of domestic media and IT.	CHI	2014	["Oliver Bates", "Mike Hazas", "Adrian Friday", "Janine Morley", "Adrian K. Clear"]
Beyond ethnography: engagement and reciprocity as foundations for design research out here.	CHI	2014	["Margot Brereton", "Paul Roe", "Ronald Schroeter", "Anita Lee Hong"]
Visualization of personal history for video navigation.	CHI	2014	["Abir Al Hajri", "Gregor Miller", "Matthew Fong", "S. Sidney Fels"]
WaaZam!: supporting creative play at a distance in customized video environments.	CHI	2014	["Seth E. Hunter", "Pattie Maes", "Anthony Tang", "Kori M. Inkpen", "Susan M. Hessey"]
LACES: live authoring through compositing and editing of streaming video.	CHI	2014	["Dustin E. R. Freeman", "Stephanie Santosa", "Fanny Chevalier", "Ravin Balakrishnan", "Karan Singh"]
ThumbReels: query sensitive web video previews based on temporal, crowdsourced, semantic tagging.	CHI	2014	["Barnaby Craggs", "Myles Kilgallon Scott", "Jason Alexander"]
Panopticon as an eLearning support search tool.	CHI	2014	["James Nicholson", "Mark Huber", "Daniel Jackson", "Patrick Olivier"]
Searching for analogical ideas with crowds.	CHI	2014	["Lixiu Yu", "Aniket Kittur", "Robert E. Kraut"]
skWiki: a multimedia sketching system for collaborative creativity.	CHI	2014	["Zhenpeng Zhao", "Sriram Karthik Badam", "Senthil K. Chandrasegaran", "Deok Gun Park", "Niklas Elmqvist", "Lorraine G. Kisselburgh", "Karthik Ramani"]
Distributed analogical idea generation: inventing with crowds.	CHI	2014	["Lixiu Yu", "Aniket Kittur", "Robert E. Kraut"]
Frenzy: collaborative data organization for creating conference sessions.	CHI	2014	["Lydia B. Chilton", "Juho Kim", "Paul Andr\u00e9", "Felicia Cordeiro", "James A. Landay", "Daniel S. Weld", "Steven P. Dow", "Robert C. Miller", "Haoqi Zhang"]
End-users publishing structured information on the web: an observational study of what, why, and how.	CHI	2014	["Edward Benson", "David R. Karger"]
Designing usable web forms: empirical evaluation of web form improvement guidelines.	CHI	2014	["Mirjam Seckler", "Silvia Heinz", "Javier A. Bargas-Avila", "Klaus Opwis", "Alexandre N. Tuch"]
Choice overload in search engine use?	CHI	2014	["Pawitra Chiravirakul", "Stephen J. Payne"]
Coming in from the margins: amateur musicians in the online age.	CHI	2014	["Michaela Hoare", "Steve Benford", "Rachel Jones", "Natasa Milic-Frayling"]
Watching the footwork: second screen interaction at a dance and music performance.	CHI	2014	["Louise Barkhuus", "Arvid Engstr\u00f6m", "Goranka Zoric"]
Streaming on twitch: fostering participatory communities of play within live mixed media.	CHI	2014	["William A. Hamilton", "Oliver Garretson", "Andruid Kerne"]
Long tail TV revisited: from ordinary camera phone use to pro-am video production.	CHI	2014	["Oskar Juhlin", "Arvid Engstr\u00f6m", "Elin \u00d6nnevall"]
Estimating county health statistics with twitter.	CHI	2014	["Aron Culotta"]
Unraveling abstinence and relapse: smoking cessation reflected in social media.	CHI	2014	["Elizabeth L. Murnane", "Scott Counts"]
Weaving clinical expertise in online health communities.	CHI	2014	["Jina Huh", "Wanda Pratt"]
Seeking and sharing health information online: comparing search engines and social media.	CHI	2014	["Munmun De Choudhury", "Meredith Ringel Morris", "Ryen W. White"]
RetroDepth: 3D silhouette sensing for high-precision input on and above physical surfaces.	CHI	2014	["David Kim", "Shahram Izadi", "Jakub Dostal", "Christoph Rhemann", "Cem Keskin", "Christopher Zach", "Jamie Shotton", "Timothy A. Large", "Steven Bathiche", "Matthias Nie\u00dfner", "D. Alex Butler", "Sean Fanello", "Vivek Pradeep"]
SurfaceLink: using inertial and acoustic sensing to enable multi-device interaction on a surface.	CHI	2014	["Mayank Goel", "Brendan Lee", "Md Tanvir Islam Aumi", "Shwetak Patel", "Gaetano Borriello", "Stacie Hibino", "Bo Begole"]
Comparing flat and spherical displays in a trust scenario in avatar-mediated interaction.	CHI	2014	["Ye Pan", "William Steptoe", "Anthony Steed"]
PrintSense: a versatile sensing technique to support multimodal flexible surface interaction.	CHI	2014	["Nan-Wei Gong", "J\u00fcrgen Steimle", "Simon Olberding", "Steve Hodges", "Nicholas Edward Gillian", "Yoshihiro Kawahara", "Joseph A. Paradiso"]
Let's kick it: how to stop wasting the bottom third of your large screen display.	CHI	2014	["Ricardo Jota", "Pedro Lopes", "Daniel Wigdor", "Joaquim A. Jorge"]
Communiplay: a field study of a public display mediaspace.	CHI	2014	["J\u00f6rg M\u00fcller", "Dieter Eberle", "Konrad Tollmar"]
Posting for community and culture: considerations for the design of interactive digital bulletin boards.	CHI	2014	["Claude Fortin", "Carman Neustaedter", "Kate Hennessy"]
I can wait a minute: uncovering the optimal delay time for pre-moderated user-generated content on public displays.	CHI	2014	["Miriam Greis", "Florian Alt", "Niels Henze", "Nemanja Memarovic"]
Design patterns for exploring and prototyping human-robot interactions.	CHI	2014	["Allison Saupp\u00e9", "Bilge Mutlu"]
Improving social presence in human-agent interaction.	CHI	2014	["Andr\u00e9 Tiago Pereira", "Rui Prada", "Ana Paiva"]
Robot gestures make difficult tasks easier: the impact of gestures on perceived workload and task performance.	CHI	2014	["Manja Lohse", "Reinier Rothuis", "Jorge Gallego Perez", "Daphne E. Karreman", "Vanessa Evers"]
Measuring operator anticipatory inputs in response to time-delay for teleoperated human-robot interfaces.	CHI	2014	["Jonathan Bidwell", "Alexandra Holloway", "Scott Davidoff"]
Stay on the boundary: artifact analysis exploring researcher and user framing of robot design.	CHI	2014	["Hee Rin Lee", "Selma Sabanovic", "Erik Stolterman"]
Help beacons: design and evaluation of an ad-hoc lightweight s.o.s. system for smartphones.	CHI	2014	["Amro Al-Akkad", "Leonardo Ramirez", "Alexander Boden", "Dave W. Randall", "Andreas Zimmermann"]
Upvoting hurricane Sandy: event-based news production processes on a social news site.	CHI	2014	["Alex Leavitt", "Joshua A. Clark"]
Online public communications by police & fire services during the 2012 Hurricane Sandy.	CHI	2014	["Amanda L. Hughes", "Lise A. A. St. Denis", "Leysia Palen", "Kenneth Mark Anderson"]
EmergencyMessenger: a text based communication concept for indoor firefighting.	CHI	2014	["Matthias Betz", "Volker Wulf"]
Odin: contextual document opinions on the go.	CHI	2014	["Joshua M. Hailpern", "Bernardo A. Huberman"]
Monadic exploration: seeing the whole through its parts.	CHI	2014	["Marian D\u00f6rk", "Rob Comber", "Martyn Dade-Robertson"]
Photographing information needs: the role of photos in experience sampling method-style research.	CHI	2014	["Zhen Yue", "Eden Litt", "Carrie J. Cai", "Jeff Stern", "Kathy Baxter", "Zhiwei Guan", "Nikhil Sharma", "Guangqiang (George) Zhang"]
Design insights for the next wave ontology authoring tools.	CHI	2014	["Markel Vigo", "Caroline Jay", "Robert Stevens"]
The role of interactive biclusters in sensemaking.	CHI	2014	["Maoyuan Sun", "Lauren Bradel", "Christopher L. North", "Naren Ramakrishnan"]
SmartVoice: a presentation support system for overcoming the language barrier.	CHI	2014	["Xiang Li", "Jun Rekimoto"]
PitchPerfect: integrated rehearsal environment for structured presentation preparation.	CHI	2014	["Ha Trinh", "Koji Yatani", "Darren Edge"]
DemoWiz: re-performing software demonstrations for a live presentation.	CHI	2014	["Pei-Yu Chi", "Bongshin Lee", "Steven M. Drucker"]
TurningPoint: narrative-driven presentation planning.	CHI	2014	["Larissa Pschetz", "Koji Yatani", "Darren Edge"]
Supporting treatment of people living with HIV / AIDS in resource limited settings with IVRs.	CHI	2014	["Anirudha N. Joshi", "Mandar Rane", "Debjani Roy", "Nagraj Emmadi", "Padma Srinivasan", "N. Kumarasamy", "Sanjay Pujari", "Davidson Solomon", "Rashmi Rodrigues", "D. G. Saple", "Kamalika Sen", "Els Veldeman", "Romain Rutten"]
Reflection through design: immigrant women's self-reflection on managing health and wellness.	CHI	2014	["Deana Brown", "Victoria Ayo", "Rebecca E. Grinter"]
DDFSeeks same: sexual health-related language in online personal ads for men who have sex with men.	CHI	2014	["Oliver L. Haimson", "Jed R. Brubaker", "Gillian R. Hayes"]
Support matching and satisfaction in an online breast cancer support community.	CHI	2014	["Tatiana A. Vlahovic", "Yi-Chia Wang", "Robert E. Kraut", "John M. Levine"]
Between theory and practice: bridging concepts in HCI research.	CHI	2014	["Peter Dalsg\u00e5rd", "Christian Dindler"]
Evolution of design competence in UX practice.	CHI	2014	["Colin M. Gray"]
Causal interactions.	CHI	2014	["Adam Darlow", "Gideon Goldin", "Steven Sloman"]
Personas is applicable: a study on the use of personas in Denmark.	CHI	2014	["Lene Nielsen", "Kira Storgaard Hansen"]
GestKeyboard: enabling gesture-based interaction on ordinary physical keyboard.	CHI	2014	["Haimo Zhang", "Yang Li"]
Gesture script: recognizing gestures and their structure using rendering scripts and interactively trained parts.	CHI	2014	["Hao L\u00fc", "James Fogarty", "Yang Li"]
Type-hover-swipe in 96 bytes: a motion sensing mechanical keyboard.	CHI	2014	["Stuart Taylor", "Cem Keskin", "Otmar Hilliges", "Shahram Izadi", "John Helmes"]
B#: chord-based correction for multitouch braille input.	CHI	2014	["Hugo Nicolau", "Kyle Montague", "Tiago Jo\u00e3o Guerreiro", "Jo\u00e3o Guerreiro", "Vicki L. Hanson"]
Representatively memorable: sampling the right phrase set to get the text entry experiment right.	CHI	2014	["Luis A. Leiva", "Germ\u00e1n Sanchis-Trilles"]
Sketching in circuits: designing and building electronics on paper.	CHI	2014	["Jie Qi", "Leah Buechley"]
Do-it-yourself cellphones: an investigation into the possibilities and limits of high-tech diy.	CHI	2014	["David A. Mellis", "Leah Buechley"]
3D printed interactive speakers.	CHI	2014	["Yoshio Ishiguro", "Ivan Poupyrev"]
Circuit stickers: peel-and-stick construction of interactive electronic prototypes.	CHI	2014	["Steve Hodges", "Nicolas Villar", "Nicholas Chen", "Tushar Chugh", "Jie Qi", "Diana Nowacka", "Yoshihiro Kawahara"]
Modeling the perception of user performance.	CHI	2014	["Max Nicosia", "Antti Oulasvirta", "Per Ola Kristensson"]
Edit distance modulo bisimulation: a quantitative measure to study evolution of user models.	CHI	2014	["Himanshu Zade", "Santosh Arvind Adimoolam", "Sai Gollapudi", "Anind K. Dey", "Venkatesh Choppella"]
The law of unintended consequences: the case of external subgoal support.	CHI	2014	["J. Gregory Trafton", "Raj M. Ratwani"]
Causality: a conceptual model of interaction history.	CHI	2014	["Mathieu Nancel", "Andy Cockburn"]
Conversing with children: cartoon and video people elicit similar conversational behaviors.	CHI	2014	["Jennifer Hyde", "Sara B. Kiesler", "Jessica K. Hodgins", "Elizabeth J. Carter"]
Involving children in content control: a collaborative and education-oriented content filtering approach.	CHI	2014	["Yasmeen Hashish", "Andrea Bunt", "James Everett Young"]
What did spot hide?: a question-answering game for preschool children.	CHI	2014	["Anuj Tewari", "John Canny"]
Rafigh: a living media interface for speech intervention.	CHI	2014	["Foad Hamidi", "Melanie Baljko"]
A comparative study about children's and adults' perception of targeted web search engines.	CHI	2014	["Tatiana Gossen", "Juliane H\u00f6bel", "Andreas N\u00fcrnberger"]
Structuring the space: a study on enriching node-link diagrams with visual references.	CHI	2014	["Basak Alper", "Nathalie Henry Riche", "Tobias H\u00f6llerer"]
Highlighting interventions and user differences: informing adaptive information visualization support.	CHI	2014	["Giuseppe Carenini", "Cristina Conati", "Enamul Hoque", "Ben Steichen", "Dereck Toker", "James Enns"]
Exertion in the small: improving differentiation and expressiveness in sports games with physical controls.	CHI	2014	["Mike Sheinin", "Carl Gutwin"]
"healthifying" exergames: improving health outcomes through intentional priming.	CHI	2014	["Frank X. Chen", "Abby C. King", "Eric B. Hekler"]
Human factors of speed-based exergame controllers.	CHI	2014	["Taiwoo Park", "Uichin Lee", "Scott MacKenzie", "Miri Moon", "Inseok Hwang", "Junehwa Song"]
Establishing design guidelines in interactive exercise gaming: preliminary data from two posing studies.	CHI	2014	["Monica Zaczynski", "Anthony D. Whitehead"]
The dept. of hidden stories: playful digital storytelling for children in a public library.	CHI	2014	["Gavin Wood", "John Vines", "Madeline Balaam", "Nick Taylor", "Thomas Smith", "Clara Crivellaro", "Juliana Mensah", "Helen Limon", "John Challis", "Linda Anderson", "Adam Clarke", "Peter C. Wright"]
Visualizing interactive narratives: employing a branching comic to tell a story and show its readings.	CHI	2014	["Daniel Andrews", "Chris Baber"]
FOCUS: enhancing children's engagement in reading by using contextual BCI training sessions.	CHI	2014	["Jin Huang", "Chun Yu", "Yuntao Wang", "Yuhang Zhao", "Siqi Liu", "Chou Mo", "Jie Liu", "Lie Zhang", "Yuanchun Shi"]
Sensing a live audience.	CHI	2014	["Chen Wang", "Erik Geelhoed", "Phil Stenton", "Pablo C\u00e9sar"]
Interface design for older adults with varying cultural attitudes toward uncertainty.	CHI	2014	["Shathel Haddad", "Joanna McGrenere", "Claudia Jacova"]
