Title	Venue	Year	Authors
Effective specification of decision rights and accountabilities for better performing software engineering projects.	ICSE	2012	["Monde Kalumbilo"]
Search based design of software product lines architectures.	ICSE	2012	["Thelma Elita Colanzi"]
Software fault localization based on program slicing spectrum.	ICSE	2012	["Wanzhi Wen"]
Architectural task allocation in distributed environment: A traceability perspective.	ICSE	2012	["Salma Imtiaz"]
Using invariant relations in the termination analysis of while loops.	ICSE	2012	["Wided Ghardallou"]
Software regression as change of input partitioning.	ICSE	2012	["Marcel B\u00f6hme"]
A generic methodology to derive domain-specific performance feedback for developers.	ICSE	2012	["Dennis Westermann"]
Towards the verification of multi-diagram UML models.	ICSE	2012	["Alfredo Motta"]
Documenting and sharing knowledge about code.	ICSE	2012	["Anja Guzzi"]
Timely and efficient facilitation of coordination of software developers' activities.	ICSE	2012	["Kelly Blincoe"]
Stack layout transformation: Towards diversity for securing binary programs.	ICSE	2012	["Benjamin Rodes"]
Synthesis of event-based controllers: A software engineering challenge.	ICSE	2012	["Nicol\u00e1s D'Ippolito"]
Empirically researching development of international software.	ICSE	2012	["Malte Ressin"]
Model translations among big-step modeling languages.	ICSE	2012	["Fathiyeh Faghih"]
HARPPIE: Hyper algorithmic recipe for productive parallelism intensive endeavors.	ICSE	2012	["Pedro Monteiro"]
On the analysis of evolution of software artefacts and programs.	ICSE	2012	["Fehmi Jaafar"]
Societal Computing.	ICSE	2012	["Swapneel Sheth"]
Finding suitable programs: Semantic search with incomplete and lightweight specifications.	ICSE	2012	["Kathryn T. Stolee"]
Certification-based development of critical systems.	ICSE	2012	["Panayiotis Steele"]
Testing and debugging UML models based on fUML.	ICSE	2012	["Tanja Mayerhofer"]
Bridging the divide between software developers and operators using logs.	ICSE	2012	["Weiyi Shang"]
The co-evolution of socio-technical structures in sustainable software development: Lessons from the open source software communities.	ICSE	2012	["Marcelo Serrano Zanetti"]
Log-based testing.	ICSE	2012	["Alexander Elyasov"]
Moving mobile applications between mobile devices seamlessly.	ICSE	2012	["Volker Schuchardt"]
Timely detection of Coordination Requirements to support collaboration among software developers.	ICSE	2012	["Kelly Blincoe"]
Improving failure-inducing changes identification using coverage analysis.	ICSE	2012	["Kai Yu"]
A study on improving static analysis tools: Why are we not using them?	ICSE	2012	["Brittany Johnson"]
Winbook: A social networking based framework for collaborative requirements elicitation and WinWin negotiations.	ICSE	2012	["Nupul Kukreja"]
Using automatic static analysis to identify technical debt.	ICSE	2012	["Antonio Vetro"]
Coupled evolution of model-driven spreadsheets.	ICSE	2012	["Jorge Mendes"]
Managing evolution of software product line.	ICSE	2012	["Cheng Thao"]
Enabling dynamic metamodels through constraint-driven modeling.	ICSE	2012	["Andreas Demuth"]
Assisting end-user development in browser-based mashup tools.	ICSE	2012	["Soudip Roy Chowdhury"]
Hot clones: Combining search-driven development, clone management, and code provenance.	ICSE	2012	["Niko Schwarz"]
Capturing and exploiting fine-grained IDE interactions.	ICSE	2012	["Zhongxian Gu"]
Restructuring unit tests with TestSurgeon.	ICSE	2012	["Pablo Estefo"]
A requirements-based approach for the design of adaptive systems.	ICSE	2012	["V\u00edtor Est\u00eav\u00e3o Silva Souza"]
Petri nets state space analysis in the cloud.	ICSE	2012	["Matteo Camilli"]
Mining Java class identifier naming conventions.	ICSE	2012	["Simon Butler"]
Online sharing and integration of results from mining software repositories.	ICSE	2012	["Iman Keivanloo"]
Refounding software engineering: The Semat initiative (Invited presentation).	ICSE	2012	["Mira Kajko-Mattsson", "Michael Striewe", "Michael Goedicke", "Ivar Jacobson", "Ian Spence", "Shihong Huang", "Paul McMahon", "Bruce MacIsaac", "Brian Elves\u00e6ter", "Arne J. Berre", "Ed Seymour"]
Summary of the ICSE 2012 workshops.	ICSE	2012	["Alessandro Orso", "Ralf H. Reussner"]
Summary of the ICSE 2012 tutorials and technical briefings.	ICSE	2012	["Andreas Leitner", "Oscar Nierstrasz"]
34th International Conference on Software Engineering, ICSE 2012, June 2-9, 2012, Zurich, Switzerland.		2012	["Martin Glinz", "Gail C. Murphy", "Mauro Pezz\u00e8"]
A practical guide for using statistical tests to assess randomized algorithms in software engineering.	ICSE	2011	["Andrea Arcuri", "Lionel C. Briand"]
aComment: mining annotations from comments and code to detect interrupt related concurrency bugs.	ICSE	2011	["Lin Tan", "Yuanyuan Zhou", "Yoann Padioleau"]
Camouflage: automated anonymization of field data.	ICSE	2011	["James A. Clause", "Alessandro Orso"]
A lightweight code analysis and its role in evaluation of a dependability case.	ICSE	2011	["Joseph P. Near", "Aleksandar Milicevic", "Eunsuk Kang", "Daniel Jackson"]
Towards quantitative software reliability assessment in incremental development processes.	ICSE	2011	["Toshiya Fujii", "Tadashi Dohi", "Takaji Fujiwara"]
The impact of fault models on software robustness evaluations.	ICSE	2011	["Stefan Winter", "Constantin S\u00e2rbu", "Neeraj Suri", "Brendan Murphy"]
Transformation for class immutability.	ICSE	2011	["Fredrik Kjolstad", "Danny Dig", "Gabriel Acevedo", "Marc Snir"]
Refactoring Java programs for flexible locking.	ICSE	2011	["Max Sch\u00e4fer", "Manu Sridharan", "Julian Dolby", "Frank Tip"]
Refactoring pipe-like mashups for end-user programmers.	ICSE	2011	["Kathryn T. Stolee", "Sebastian G. Elbaum"]
Mining message sequence graphs.	ICSE	2011	["Sandeep Kumar", "Siau-Cheng Khoo", "Abhik Roychoudhury", "David Lo"]
Automatically detecting and describing high level actions within methods.	ICSE	2011	["Giriprasad Sridhara", "Lori L. Pollock", "K. Vijay-Shanker"]
Portfolio: finding relevant functions and their usage.	ICSE	2011	["Collin McMillan", "Mark Grechanik", "Denys Poshyvanyk", "Qing Xie", "Chen Fu"]
Angelic debugging.	ICSE	2011	["Satish Chandra", "Emina Torlak", "Shaon Barman", "Rastislav Bod\u00edk"]
Static extraction of program configuration options.	ICSE	2011	["Ariel Rabkin", "Randy H. Katz"]
An empirical study of build maintenance effort.	ICSE	2011	["Shane McIntosh", "Bram Adams", "Thanh H. D. Nguyen", "Yasutaka Kamei", "Ahmed E. Hassan"]
An empirical investigation into the role of API-level refactorings during software evolution.	ICSE	2011	["Miryung Kim", "Dongxiang Cai", "Sunghun Kim"]
Factors leading to integration failures in global feature-oriented development: an empirical analysis.	ICSE	2011	["Marcelo Cataldo", "James D. Herbsleb"]
Assessing programming language impact on development and maintenance: a study on c and c++.	ICSE	2011	["Pamela Bhattacharya", "Iulian Neamtiu"]
On-demand feature recommendations derived from mining public product descriptions.	ICSE	2011	["Horatiu Dumitru", "Marek Gibiec", "Negar Hariri", "Jane Cleland-Huang", "Bamshad Mobasher", "Carlos Castro-Herrera", "Mehdi Mirakhorli"]
Inferring better contracts.	ICSE	2011	["Yi Wei", "Carlo A. Furia", "Nikolay Kazmin", "Bertrand Meyer"]
LIME: a framework for debugging load imbalance in multi-threaded execution.	ICSE	2011	["Jungju Oh", "Christopher J. Hughes", "Guru Venkataramani", "Milos Prvulovic"]
Synthesis of live behaviour models for fallible domains.	ICSE	2011	["Nicol\u00e1s D'Ippolito", "V\u00edctor A. Braberman", "Nir Piterman", "Sebasti\u00e1n Uchitel"]
Coverage guided systematic concurrency testing.	ICSE	2011	["Chao Wang", "Mahmoud Said", "Aarti Gupta"]
Inference of field initialization.	ICSE	2011	["Fausto Spoto", "Michael D. Ernst"]
Taming reflection: Aiding static analysis in the presence of reflection and custom class loaders.	ICSE	2011	["Eric Bodden", "Andreas Sewe", "Jan Sinschek", "Hela Oueslati", "Mira Mezini"]
Patching vulnerabilities with sanitization synthesis.	ICSE	2011	["Fang Yu", "Muath Alkhalaf", "Tevfik Bultan"]
Configuring global software teams: a multi-company analysis of project productivity, quality, and profits.	ICSE	2011	["Narayan Ramasubbu", "Marcelo Cataldo", "Rajesh Krishna Balan", "James D. Herbsleb"]
Does the initial environment impact the future of developers.	ICSE	2011	["Minghui Zhou", "Audris Mockus"]
Socio-technical developer networks: should we trust our measurements?	ICSE	2011	["Andrew Meneely", "Laurie Williams"]
Model projection: simplifying models in response to restricting the environment.	ICSE	2011	["Kelly Androutsopoulos", "David Binkley", "David Clark", "Nicolas Gold", "Mark Harman", "Kevin Lano", "Zheng Li"]
MeCC: memory comparison-based clone detector.	ICSE	2011	["Heejung Kim", "Yungbum Jung", "Sunghun Kim", "Kwangkeun Yi"]
Frequency and risks of changes to clones.	ICSE	2011	["Nils G\u00f6de", "Rainer Koschke"]
Symbolic model checking of software product lines.	ICSE	2011	["Andreas Classen", "Patrick Heymans", "Pierre-Yves Schobbens", "Axel Legay"]
Verifying multi-threaded software using smt-based context-bounded model checking.	ICSE	2011	["Lucas C. Cordeiro", "Bernd Fischer"]
Run-time efficient probabilistic model checking.	ICSE	2011	["Antonio Filieri", "Carlo Ghezzi", "Giordano Tamburrelli"]
Non-essential changes in version histories.	ICSE	2011	["David Kawrykow", "Martin P. Robillard"]
Aspect recommendation for evolving software.	ICSE	2011	["Tung Thanh Nguyen", "Hung Viet Nguyen", "Hoan Anh Nguyen", "Tien N. Nguyen"]
Identifying program, test, and environmental changes that affect behaviour.	ICSE	2011	["Reid Holmes", "David Notkin"]
Program abstractions for behaviour validation.	ICSE	2011	["Guido de Caso", "V\u00edctor A. Braberman", "Diego Garbervetsky", "Sebasti\u00e1n Uchitel"]
Programs, tests, and oracles: the foundations of testing revisited.	ICSE	2011	["Matt Staats", "Michael W. Whalen", "Mats Per Erik Heimdahl"]
RACEZ: a lightweight and non-invasive race detection tool for production applications.	ICSE	2011	["Tianwei Sheng", "Neil Vachharajani", "St\u00e9phane Eranian", "Robert Hundt", "Wenguang Chen", "Weimin Zheng"]
Detecting software modularity violations.	ICSE	2011	["Sunny Wong", "Yuanfang Cai", "Miryung Kim", "Michael Dalton"]
Feature cohesion in software product lines: an exploratory study.	ICSE	2011	["Sven Apel", "Dirk Beyer"]
Leveraging software architectures to guide and verify the development of sense/compute/control applications.	ICSE	2011	["Damien Cassou", "Emilie Balland", "Charles Consel", "Julia L. Lawall"]
Refactoring to role objects.	ICSE	2011	["Friedrich Steimann", "Fabian Urs Stolz"]
Supporting professional spreadsheet users by generating leveled dataflow diagrams.	ICSE	2011	["Felienne Hermans", "Martin Pinzger", "Arie van Deursen"]
Reverse engineering feature models.	ICSE	2011	["Steven She", "Rafael Lotufo", "Thorsten Berger", "Andrzej Wasowski", "Krzysztof Czarnecki"]
Empirical assessment of MDE in industry.	ICSE	2011	["John Hutchinson", "Jon Whittle", "Mark Rouncefield", "Steinar Kristoffersen"]
Dealing with noise in defect prediction.	ICSE	2011	["Sunghun Kim", "Hongyu Zhang", "Rongxin Wu", "Liang Gong"]
Ownership, experience and defects: a fine-grained study of authorship.	ICSE	2011	["Foyzur Rahman", "Premkumar T. Devanbu"]
Interface decomposition for service compositions.	ICSE	2011	["Domenico Bianculli", "Dimitra Giannakopoulou", "Corina S. Pasareanu"]
Unifying execution of imperative and declarative code.	ICSE	2011	["Aleksandar Milicevic", "Derek Rayside", "Kuat Yessenov", "Daniel Jackson"]
Always-available static and dynamic feedback.	ICSE	2011	["Michael Bayne", "Richard Cook", "Michael D. Ernst"]
Improving requirements quality using essential use case interaction patterns.	ICSE	2011	["Massila Kamalrudin", "John G. Hosking", "John C. Grundy"]
Understanding broadcast based peer review on open source software projects.	ICSE	2011	["Peter C. Rigby", "Margaret-Anne D. Storey"]
Software systems as cities: a controlled experiment.	ICSE	2011	["Richard Wettel", "Michele Lanza", "Romain Robbes"]
Automated cross-browser compatibility testing.	ICSE	2011	["Ali Mesbah", "Mukul R. Prasad"]
A framework for automated testing of javascript web applications.	ICSE	2011	["Shay Artzi", "Julian Dolby", "Simon Holm Jensen", "Anders M\u00f8ller", "Frank Tip"]
Coalescing executions for fast uncertainty analysis.	ICSE	2011	["William N. Sumner", "Tao Bao", "Xiangyu Zhang", "Sunil Prabhakar"]
Mining parametric specifications.	ICSE	2011	["Choonghwan Lee", "Feng Chen", "Grigore Rosu"]
Estimating footprints of model operations.	ICSE	2011	["C\u00e9dric Jeanneret", "Martin Glinz", "Benoit Baudry"]
Precise identification of problems for structural test generation.	ICSE	2011	["Xusheng Xiao", "Tao Xie", "Nikolai Tillmann", "Jonathan de Halleux"]
Interactivity, continuity, sketching, and experience: (keynote abstract).	ICSE	2011	["Kumiyo Nakakoji"]
Exciting new trends in design thinking.	ICSE	2011	["Bill Dresselhaus"]
A case study of measuring process risk for early insights into software safety.	ICSE	2011	["Lucas Layman", "Victor R. Basili", "Marvin V. Zelkowitz", "Karen L. Fisher"]
Model-driven engineering practices in industry.	ICSE	2011	["John Hutchinson", "Mark Rouncefield", "Jon Whittle"]
SORASCS: a case study in soa-based platform design for socio-cultural analysis.	ICSE	2011	["Bradley R. Schmerl", "David Garlan", "Vishal Dwivedi", "Michael W. Bigrigg", "Kathleen M. Carley"]
A method for selecting SOA pilot projects including a pilot metrics framework.	ICSE	2011	["Liam O'Brien", "James Gibson", "Jon Gray"]
Architecture evaluation without an architecture: experience with the smart grid.	ICSE	2011	["Rick Kazman", "Len Bass", "James Ivers", "Gabriel A. Moreno"]
Bringing domain-specific languages to digital forensics.	ICSE	2011	["Jeroen van den Bos", "Tijs van der Storm"]
Building and using pluggable type-checkers.	ICSE	2011	["Werner Dietl", "Stephanie Dietzel", "Michael D. Ernst", "Kivan\u00e7 Muslu", "Todd W. Schiller"]
Deploying CogTool: integrating quantitative usability assessment into real-world software development.	ICSE	2011	["Rachel K. E. Bellamy", "Bonnie E. John", "Sandra Kogan"]
Experiences with text mining large collections of unstructured systems development artifacts at jpl.	ICSE	2011	["Daniel Port", "Allen P. Nikora", "Jairus Hihn", "LiGuo Huang"]
An evaluation of the internal quality of business applications: does size matter?	ICSE	2011	["Bill Curtis", "Jay Sappidi", "Jitendra Subramanyam"]
Characterizing the differences between pre- and post- release versions of software.	ICSE	2011	["Paul Luo Li", "Ryan Kivett", "Zhiyuan Zhan", "Sung-eok Jeon", "Nachiappan Nagappan", "Brendan Murphy", "Andrew J. Ko"]
Why software quality improvement fails: (and how to succeed nevertheless).	ICSE	2011	["Jonathan Streit", "Markus Pizka"]
Code coverage analysis in practice for large systems.	ICSE	2011	["Yoram Adler", "Noam Behar", "Orna Raz", "Onn Shehory", "Nadav Steindler", "Shmuel Ur", "Aviad Zlotnick"]
Practical change impact analysis based on static program slicing for industrial software systems.	ICSE	2011	["Mithun Acharya", "Brian Robinson"]
Value-based program characterization and its application to software plagiarism detection.	ICSE	2011	["Yoon-chan Jhi", "Xinran Wang", "Xiaoqi Jia", "Sencun Zhu", "Peng Liu", "Dinghao Wu"]
A comparison of model-based and judgment-based release planning in incremental software projects.	ICSE	2011	["Hans Christian Benestad", "Jo Erskine Hannay"]
An industrial case study on quality impact prediction for evolving service-oriented software.	ICSE	2011	["Heiko Koziolek", "Bastian Schlich", "Carlos G. Bilich", "Roland Weiss", "Steffen Becker", "Klaus Krogmann", "Mircea Trifu", "Raffaela Mirandola", "Anne Koziolek"]
Enabling the runtime assertion checking of concurrent contracts for the Java modeling language.	ICSE	2011	["Wladimir Araujo", "Lionel C. Briand", "Yvan Labiche"]
Perspectives of delegation in team-based distributed software development over the GENI infrastructure.	ICSE	2011	["Pierre F. Tiako"]
The hidden experts in software-engineering communication.	ICSE	2011	["Irwin Kwan", "Daniela Damian"]
How do programmers ask and answer questions on the web?.	ICSE	2011	["Christoph Treude", "Ohad Barzilay", "Margaret-Anne D. Storey"]
Sketching tools for ideation.	ICSE	2011	["Rachel K. E. Bellamy", "Michael Desmond", "Jacquelyn Martino", "Paul Matchen", "Harold Ossher", "John T. Richards", "Calvin Swart"]
Digitally annexing desk space for software development.	ICSE	2011	["John Hardy", "Christopher Bull", "Gerald Kotonya", "Jon Whittle"]
Information foraging as a foundation for code navigation.	ICSE	2011	["Nan Niu", "Anas Mahmoud", "Gary Bradshaw"]
Identifying method friendships to remove the feature envy bad smell.	ICSE	2011	["Rocco Oliveto", "Malcom Gethers", "Gabriele Bavota", "Denys Poshyvanyk", "Andrea De Lucia"]
The code orb: supporting contextualized coding via at-a-glance views.	ICSE	2011	["Nicol\u00e1s L\u00f3pez", "Andr\u00e9 van der Hoek"]
Permission-based programming languages.	ICSE	2011	["Jonathan Aldrich", "Ronald Garcia", "Mark Hahnenberg", "Manuel Mohr", "Karl Naden", "Darpan Saini", "Sven Stork", "Joshua Sunshine", "\u00c9ric Tanter", "Roger Wolff"]
Toward a better understanding of tool usage.	ICSE	2011	["Alberto Sillitti", "Giancarlo Succi", "Jelena Vlasenko"]
Characterizing process variation.	ICSE	2011	["Borislava I. Simidchieva", "Leon J. Osterweil"]
Blending freeform and managed information in tables.	ICSE	2011	["Nicolas Mangano", "Harold Ossher", "Ian Simmonds", "Matthew Callery", "Michael Desmond", "Sophia Krasikov"]
Design and implementation of a data analytics infrastructure in support of crisis informatics research.	ICSE	2011	["Kenneth Mark Anderson", "Aaron Schram"]
A domain specific requirements model for scientific computing.	ICSE	2011	["Yang Li", "Nitesh Narayan", "Jonas Helming", "Maximilian Koegel"]
CREWW: collaborative requirements engineering with wii-remotes.	ICSE	2011	["Felix Bott", "Stephan Diehl", "Rainer Lutz"]
Learning to adapt requirements specifications of evolving systems.	ICSE	2011	["Rafael V. Borges", "Artur S. d'Avila Garcez", "Lu\u00eds C. Lamb", "Bashar Nuseibeh"]
Towards overcoming human analyst fallibility in the requirements tracing process.	ICSE	2011	["David Cuddeback", "Alex Dekhtyar", "Jane Huffman Hayes", "Jeff Holden", "Wei-Keat Kong"]
Positive effects of utilizing relationships between inconsistencies for more effective inconsistency resolution.	ICSE	2011	["Alexander N\u00f6hrer", "Alexander Reder", "Alexander Egyed"]
Matching logic: a new program verification approach.	ICSE	2011	["Grigore Rosu", "Andrei Stefanescu"]
Model-based performance testing.	ICSE	2011	["Cornel Barna", "Marin Litoiu", "Hamoun Ghanbari"]
Tuple density: a new metric for combinatorial test suites.	ICSE	2011	["Baiqiang Chen", "Jian Zhang"]
Search-enhanced testing.	ICSE	2011	["Colin Atkinson", "Oliver Hummel", "Werner Janjic"]
Fuzzy set-based automatic bug triaging.	ICSE	2011	["Ahmed Tamrawi", "Tung Thanh Nguyen", "Jafar M. Al-Kofahi", "Tien N. Nguyen"]
Exploiting hardware advances for software testing and debugging.	ICSE	2011	["Mary Lou Soffa", "Kristen R. Walcott", "Jason Mars"]
Better testing through oracle selection.	ICSE	2011	["Matt Staats", "Michael W. Whalen", "Mats Per Erik Heimdahl"]
Tracking data structures for postmortem analysis.	ICSE	2011	["Xiao Xiao", "Jinguo Zhou", "Charles Zhang"]
Iterative context-aware feature location.	ICSE	2011	["Xin Peng", "Zhenchang Xing", "Xi Tan", "Yijun Yu", "Wenyun Zhao"]
A study of ripple effects in software ecosystems.	ICSE	2011	["Romain Robbes", "Mircea Lungu"]
Tracing architectural concerns in high assurance systems.	ICSE	2011	["Mehdi Mirakhorli", "Jane Cleland-Huang"]
A combination approach for enhancing automated traceability.	ICSE	2011	["Xiaofan Chen", "John G. Hosking", "John C. Grundy"]
Capturing tacit architectural knowledge using the repertory grid technique.	ICSE	2011	["Dan Tofan", "Matthias Galster", "Paris Avgeriou"]
Flexible generators for software reuse and evolution.	ICSE	2011	["Stan Jarzabek", "Ha Duy Trung"]
The lazy initialization multilayered modeling framework.	ICSE	2011	["Fahad R. Golra", "Fabien Dagnat"]
Towards architectural information in implementation.	ICSE	2011	["Henrik B\u00e6rbak Christensen", "Klaus Marius Hansen"]
Topic-based defect prediction.	ICSE	2011	["Tung Thanh Nguyen", "Tien N. Nguyen", "Tu Minh Phuong"]
Automated usability evaluation of parallel programming constructs.	ICSE	2011	["Victor Pankratius"]
Data analytics for game development.	ICSE	2011	["Kenneth Hullett", "Nachiappan Nagappan", "Eric Schuh", "John Hopson"]
Mining service abstractions.	ICSE	2011	["Dionysis Athanasopoulos", "Apostolos V. Zarras", "Panos Vassiliadis", "Val\u00e9rie Issarny"]
A software behaviour analysis framework based on the human perception systems.	ICSE	2011	["Heidar Pirzadeh", "Abdelwahab Hamou-Lhadj"]
Dynamic shape analysis of program heap using graph spectra.	ICSE	2011	["Muhammad Zubair Malik"]
Program analysis: from qualitative analysis to quantitative analysis.	ICSE	2011	["Sheng Liu", "Jian Zhang"]
Diagnosing new faults using mutants and prior faults.	ICSE	2011	["Syed Shariyar Murtaza", "Nazim H. Madhavji", "Mechelle Gittens", "Zude Li"]
Empirical results on the study of software vulnerabilities.	ICSE	2011	["Yan Wu", "Harvey P. Siy", "Robin A. Gandhi"]
Multifractal aspects of software development.	ICSE	2011	["Abram Hindle", "Michael W. Godfrey", "Richard C. Holt"]
The American law institute's principles on software contracts and their ramifications for software engineering research.	ICSE	2011	["James B. Williams", "Jens H. Weber-Jahnke"]
Toward sustainable software engineering.	ICSE	2011	["Nadine Amsel", "Zaid Ibrahim", "Amir Malik", "Bill Tomlinson"]
MT-Scribe: an end-user approach to automate software model evolution.	ICSE	2011	["Yu Sun", "Jeff Gray", "Jules White"]
Inconsistent path detection for XML IDEs.	ICSE	2011	["Pierre Genev\u00e8s", "Nabil Laya\u00efda"]
Automated security hardening for evolving UML models.	ICSE	2011	["Jan J\u00fcrjens"]
JavAdaptor: unrestricted dynamic software updates for Java.	ICSE	2011	["Mario Pukall", "Alexander Grebhahn", "Reimar Schr\u00f6ter", "Christian K\u00e4stner", "Walter Cazzola", "Sebastian G\u00f6tz"]
DyTa: dynamic symbolic execution guided with static verification results.	ICSE	2011	["Xi Ge", "Kunal Taneja", "Tao Xie", "Nikolai Tillmann"]
Identifying opaque behavioural changes.	ICSE	2011	["Reid Holmes", "David Notkin"]
FireDetective: understanding ajax client/server interactions.	ICSE	2011	["Nick Matthijssen", "Andy Zaidman"]
BQL: capturing and reusing debugging knowledge.	ICSE	2011	["Zhongxian Gu", "Earl T. Barr", "Zhendong Su"]
Covana: precise identification of problems in pex.	ICSE	2011	["Xusheng Xiao", "Tao Xie", "Nikolai Tillmann", "Jonathan de Halleux"]
The quamoco tool chain for quality modeling and assessment.	ICSE	2011	["Florian Deissenboeck", "Lars Heinemann", "Markus Herrmannsdoerfer", "Klaus Lochmann", "Stefan Wagner"]
ReAssert: a tool for repairing broken unit tests.	ICSE	2011	["Brett Daniel", "Danny Dig", "Tihomir Gvero", "Vilas Jagannath", "Johnston Jiaa", "Damion Mitchell", "Jurand Nogiec", "Shin Hwei Tan", "Darko Marinov"]
AutoBlackTest: a tool for automatic black-box testing.	ICSE	2011	["Leonardo Mariani", "Mauro Pezz\u00e8", "Oliviero Riganelli", "Mauro Santoro"]
Using MATCON to generate CASE tools that guide deployment of pre-packaged applications.	ICSE	2011	["Elad Fein", "Natalia Razinkov", "Shlomit Shachor", "Pietro Mazzoleni", "SweeFen Goh", "Richard Goodwin", "Manisha Bhandar", "Shyh-Kwei Chen", "Juhnyoung Lee", "Vibha Singhal Sinha", "Senthil Mani", "Debdoot Mukherjee", "Biplav Srivastava", "Pankaj Dhoolia"]
SEREBRO: facilitating student project team collaboration.	ICSE	2011	["Noah Jorgenson", "Matthew L. Hale", "Rose F. Gamble"]
StakeSource2.0: using social networks of stakeholders to identify and prioritise requirements.	ICSE	2011	["Soo Ling Lim", "Daniela Damian", "Anthony Finkelstein"]
Miler: a toolset for exploring email data.	ICSE	2011	["Alberto Bacchelli", "Michele Lanza", "Marco D'Ambros"]
A demonstration of a distributed software design sketching tool.	ICSE	2011	["Nicolas Mangano", "Mitch Dempsey", "Nicol\u00e1s L\u00f3pez", "Andr\u00e9 van der Hoek"]
View infinity: a zoomable interface for feature-oriented software development.	ICSE	2011	["Michael Stengel", "Mathias Frisch", "Sven Apel", "Janet Feigenspan", "Christian K\u00e4stner", "Raimund Dachselt"]
CodeTopics: which topic am I coding now?	ICSE	2011	["Malcom Gethers", "Trevor Savage", "Massimiliano Di Penta", "Rocco Oliveto", "Denys Poshyvanyk", "Andrea De Lucia"]
JDeodorant: identification and application of extract class refactorings.	ICSE	2011	["Marios Fokaefs", "Nikolaos Tsantalis", "Eleni Stroulia", "Alexander Chatzigeorgiou"]
Evolve: tool support for architecture evolution.	ICSE	2011	["Andrew McVeigh", "Jeff Kramer", "Jeff Magee"]
Portfolio: a search engine for finding functions and their usages.	ICSE	2011	["Collin McMillan", "Mark Grechanik", "Denys Poshyvanyk", "Qing Xie", "Chen Fu"]
Impact of process simulation on software practice: an initial report.	ICSE	2011	["He Zhang", "D. Ross Jeffery", "Dan Houston", "LiGuo Huang", "Liming Zhu"]
Impact of software resource estimation research on practice: a preliminary report on achievements, synergies, and challenges.	ICSE	2011	["Barry W. Boehm", "Ricardo Valerdi"]
Symbolic execution for software testing in practice: preliminary assessment.	ICSE	2011	["Cristian Cadar", "Patrice Godefroid", "Sarfraz Khurshid", "Corina S. Pasareanu", "Koushik Sen", "Nikolai Tillmann", "Willem Visser"]
ICSE 2011 technical briefings.	ICSE	2011	["Gail C. Murphy", "Andreas Zeller"]
Exploring, exposing, and exploiting emails to include human factors in software engineering.	ICSE	2011	["Alberto Bacchelli"]
GATE: game-based testing environment.	ICSE	2011	["Ning Chen"]
Reuse vs. maintainability: revealing the impact of composition code properties.	ICSE	2011	["Francisco Dantas"]
Specification mining in concurrent and distributed systems.	ICSE	2011	["Sandeep Kumar"]
Detecting architecturally-relevant code smells in evolving software systems.	ICSE	2011	["Isela Macia Bertran"]
Pragmatic reuse in web application development.	ICSE	2011	["Josip Maras"]
Inconsistency management framework for model-based development.	ICSE	2011	["Alexander Reder"]
Mental models and parallel program maintenance.	ICSE	2011	["Caitlin Sadowski"]
Pragmatic prioritization of software quality assurance efforts.	ICSE	2011	["Emad Shihab"]
Directed test suite augmentation.	ICSE	2011	["Zhihong Xu"]
Reengineering legacy software products into software product line based on automatic variability analysis.	ICSE	2011	["Yinxing Xue"]
1.x-Way architecture-implementation mapping.	ICSE	2011	["Yongjie Zheng"]
Using software evolution history to facilitate development and maintenance.	ICSE	2011	["Pamela Bhattacharya"]
Searching, selecting, and synthesizing source code.	ICSE	2011	["Collin McMillan"]
Tracing architecturally significant requirements: a decision-centric approach.	ICSE	2011	["Mehdi Mirakhorli"]
Predictable dynamic deployment of components in embedded systems.	ICSE	2011	["Ana Petricic"]
A declarative approach to enable flexible and dynamic service compositions.	ICSE	2011	["Leandro Sales Pinto"]
A framework for the integration of user centered design and agile software development processes.	ICSE	2011	["Dina Salah"]
Improving open source software patch contribution process: methods and tools.	ICSE	2011	["Bhuricha Deen Sethanandha"]
Systematizing security test case planning using functional requirements phrases.	ICSE	2011	["Ben Smith"]
Mining software repositories using topic models.	ICSE	2011	["Stephen W. Thomas"]
Test blueprint: an effective visual support for test coverage.	ICSE	2011	["Vanessa Pe\u00f1a Araya"]
A formal approach to software synthesis for architectural platforms.	ICSE	2011	["Hamid Bagheri"]
Detecting cross-browser issues in web applications.	ICSE	2011	["Shauvik Roy Choudhary"]
Measuring subversions: security and legal risk in reused software artifacts.	ICSE	2011	["Julius Davies"]
Building domain specific software architectures from software architectural design patterns.	ICSE	2011	["Julie S. Fant"]
Using impact analysis in industry.	ICSE	2011	["Robert Goeritzer"]
A decision support system for the classification of software coding faults: a research abstract.	ICSE	2011	["Billy Kidwell"]
Specification mining in concurrent and distributed systems.	ICSE	2011	["Sandeep Kumar"]
A case study on refactoring in Haskell programs.	ICSE	2011	["Da Young Lee"]
Build system maintenance.	ICSE	2011	["Shane McIntosh"]
Finding relevant functions in millions of lines of code.	ICSE	2011	["Collin McMillan"]
Requirements tracing: discovering related documents through artificial pheromones and term proximity.	ICSE	2011	["Hakim Sultanov"]
An end-user demonstration approach to support aspect-oriented modeling.	ICSE	2011	["Yu Sun"]
Problem identification for structural test generation: first step towards cooperative developer testing.	ICSE	2011	["Xusheng Xiao"]
Palus: a hybrid automated test generation tool for java.	ICSE	2011	["Sai Zhang"]
